id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
6559	Ripe Sea Coba			-1					0	0	0	
6560	Ripe Twin Coba			-1					0	0	0	
6561	Ripe King Coba			-1					0	0	0	
6562	Ripe Alternative Blue Coba			-1					0	0	0	
6563	Ripe Alternative Red Coba			-1					0	0	0	
6564	Ripe Alternative Gold Coba			-1					0	0	0	
6565	Ripe Alternative Desert Coba			-1					0	0	0	
6566	Ripe Alternative Sea Coba			-1					0	0	0	
6567	Ripe Alternative Twin Coba			-1					0	0	0	
6568	Ripe Alternative King Coba			-1					0	0	0	
6569	Blessed Scroll: Enchant Weapon (Grade A)		Increases the P.Atk of an A-Grade weapons such as sword/one-handed, blunt/one handed, dagger, spear and etc. type by 4. The P.Atk of sword/two-handed, blunt/two-handed, dual swords, and fists type will increase by 5 and bow type by 8. The M.Atk of all weapons will increase by 3. From +4, the added bonuses for P.Atk/M.Atk are double the above value. When fail on enchanting, item does not get crystallized but it's enchant value will return to 0.	-1					0	0	0	
6570	Blessed Scroll: Enchant Armor (Grade A)		Increases the P. Def. of A-Grade armor or accessories by 1, and from +4, the P. Def will increase by 3. It can be safely enchanted up to +3. One-piece type armor can be safely enchanted up to +4. If one's attempt for enchanting fails, an item will not become crystallized.  However, the current enchant value will be set to 0.	-1					0	0	0	
6571	Blessed Scroll: Enchant Weapon (Grade B)		Increases the P.Atk of a B-Grade weapons such as sword/one-handed, blunt/one handed, dagger, spear and etc. type by 3. The P.Atk of sword/two-handed, blunt/two-handed, dual swords, and fists type will increase by 4 and bow type by 6. The M.Atk of all weapons will increase by 3. From +4, the added bonuses for P.Atk/M.Atk are double the above value. When fail on enchanting, item does not get crystallized but it's enchant value will return to 0.	-1					0	0	0	
6572	Blessed Scroll: Enchant Armor (Grade B)		Increases the P. Def. of B-Grade armor or accessories by 1, and from +4, the P. Def will increase by 3. It can be safely enchanted up to +3. One-piece type armor can be safely enchanted up to +4. If one's attempt for enchanting fails, an item will not become crystallized.  However, the current enchant value will be set to 0.	-1					0	0	0	
6573	Blessed Scroll: Enchant Weapon (Grade C)		Increases the P.Atk of a C-Grade weapons such as sword/one-handed, blunt/one handed, dagger, spear and etc. type by 3. The P.Atk of sword/two-handed, blunt/two-handed, dual swords, and fists type will increase by 4 and bow type by 6. The M.Atk of all weapons will increase by 3. From +4, the added bonuses for P.Atk/M.Atk are double the above value. When fail on enchanting, item does not get crystallized but it's enchant value will return to 0.	-1					0	0	0	
6574	Blessed Scroll: Enchant Armor (Grade C)		Increases the P. Def. of C-Grade armor or accessories by 1, and from +4, the P. Def will increase by 3. It can be safely enchanted up to +3. One-piece type armor can be safely enchanted up to +4.  If one's attempt for enchanting fails, an item will not become crystallized.  However, the current enchant value will be set to 0.	-1					0	0	0	
6575	Blessed Scroll: Enchant Weapon (Grade D)		Increases the P.Atk of a D-Grade weapons such as sword/one-handed, blunt/one handed, dagger, spear, sword/two-handed, blunt/two-handed, dual swords, and fists, etc. type will increase by 2 and bow type by 4. The M.Atk of all weapons will increase by 2. From +4, the added bonuses for P.Atk/M.Atk are double the above value. When fail on enchanting, item does not get crystallized but it's enchant value will return to 0.	-1					0	0	0	
6576	Blessed Scroll: Enchant Armor (Grade D)		Increases the P. Def. of D-Grade armor or accessories by 1, and from +4, the P. Def will increase by 3. It can be safely enchanted up to +3. One-piece type armor can be safely enchanted up to +4. If one's attempt for enchanting fails, an item will not become crystallized.  However, the current enchant value will be set to 0.	-1					0	0	0	
6577	Blessed Scroll: Enchant Weapon (Grade S)		Increases the P.Atk of a S grade weapons such as sword/one-handed, blunt/one handed, dagger, spear and etc. type by 5. The P.Atk of sword/two-handed, blunt/two-handed, dual swords, and fists type will increase by 6 and bow type by 10. The M.Atk of all weapons will increase by 4. From +4, the added bonuses for P.Atk/M.Atk are double the above value. When fail on enchanting, item does not get crystallized but it's enchant value will return to 0.	-1					0	0	0	
6578	Blessed Scroll: Enchant Armor (Grade S)		Increases the P. Def. of S Grade armor or accessories by 1, and from +4, the P. Def will increase by 3. It can be safely enchanted up to +3. One-piece type armor can be safely enchanted up to +4. If one's attempt for enchanting fails, an item will not become crystallized.  However, the current enchant value will be set to 0.	-1					0	0	0	
6622	Secret Book of Giants		Giants' Scroll. Take it to a certain NPC to enchant skills.	-1					0	0	0	
6623	Dummy - Quest Item 1		Testing purpose - Quest Item	-1					0	0	0	
6624	Dummy - Quest Item 2		Testing purpose - Quest Item	-1					0	0	0	
6625	Dummy - Quest Item 3		Testing purpose - Quest Item	-1					0	0	0	
6626	Dummy - Quest Item 4		Testing purpose - Quest Item	-1					0	0	0	
6627	Dummy - Quest Item 5		Testing purpose - Quest Item	-1					0	0	0	
6628	Dummy - Quest Item 6		Testing purpose - Quest Item	-1					0	0	0	
6629	Dummy - Quest Item 7		Testing purpose - Quest Item	-1					0	0	0	
6630	Dummy - Quest Item 8		Testing purpose - Quest Item	-1					0	0	0	
6631	Dummy - Quest Item 9		Testing purpose - Quest Item	-1					0	0	0	
6632	Dummy - Quest Item 10		Testing purpose - Quest Item	-1					0	0	0	
6633	Dummy - General Item 1		Testing purpose - General Item	-1					0	0	0	
6634	Dummy - General Item 2		Testing purpose - General Item	-1					0	0	0	
6635	Dummy - General Item 3		Testing purpose - General Item	-1					0	0	0	
6636	Dummy - General Item 4		Testing purpose - General Item	-1					0	0	0	
6637	Dummy - General Item 5		Testing purpose - General Item	-1					0	0	0	
6638	Dummy - General Item 6		Testing purpose - General Item	-1					0	0	0	
6639	Dummy - General Item 7		Testing purpose - General Item	-1					0	0	0	
6640	Dummy - General Item 8		Testing purpose - General Item	-1					0	0	0	
6641	Dummy - General Item 9		Testing purpose - General Item	-1					0	0	0	
6642	Dummy - General Item 10		Testing purpose - General Item	-1					0	0	0	
6643	Golden Spice		Food for creatures on the Beast Farm. - When this food is fed to monsters that are capable of evolving, they will do so at various rates.  Once a monster reaches a certain level of growth, it can then become a pet. This food also causes monsters to only drop adena.	-1					0	0	0	
6644	Crystal Spice		Food for creatures on the Beast Farm. - When this food is fed to monsters that are capable of evolving, they will do so at various rates.  Once a monster reaches a certain level of growth, it can then become a pet. This food also causes monsters to only drop materials.	-1					0	0	0	
6645	Beast Soulshot		The light of a spirit is bestowed upon a pet/servitor and temporarily increases the power of attack. The number of soulshots consumed can be viewed in the Pet/Servitor Information window. (Used in the master's inventory.)	-1					0	0	0	
6646	Beast Spiritshot		The light of a spirit is bestowed upon a pet/servitor and temporarily increases the power of M. Atk. The number of spiritshots consumed can be viewed in the Pet/Servitor Information window. (Used in the master's inventory.)	-1					0	0	0	
6647	Blessed Beast Spiritshot		The light of a higher-level spirit is bestowed upon a pet/servitor and temporarily increases the power of M. Atk. The number of blessed spiritshots consumed can be viewed in the Pet/Servitor Information window. (Used in the master's inventory.)	-1					0	0	0	
6648	Baby Buffalo Panpipe		A panpipe that is used to call a baby buffalo.  The baby buffalo will take away 10% of the Exp its master acquires.	-1					0	0	0	
6649	Baby Cougar Chime		A chime that is used to call a baby cougar.  The baby cougar will take away 10% of the Exp its master acquires.	-1					0	0	0	
6650	Baby Kookaburra Ocarina		A ocarina that is used to call a baby Kookaburra.  The baby Kookaburra will take away 10% of the Exp its master acquires.	-1					0	0	0	
6651	Noblesse Gate Pass			-1					0	0	0	
6652	Scroll: Protection of Valakas		Increases your resistance to an attack made with Valakas' front claws.	-1					0	0	0	
6653	Scroll: Flames of Valakas			-1					0	0	0	
6654	Scroll: Flames of Valakas		Removes the abnormal state resulting from the fiery breath attack of Valakas.	-1					0	0	0	
6655	Scroll: Slay Valakas		Increases your P. Atk. when fighting against Valakas.	-1					0	0	0	
6663	Scroll of Escape: Orc Village			-1					0	0	0	
6664	Scroll of Escape: Silenos Village			-1					0	0	0	
6665	Deluxe Chest Key - Grade 1		Opens a level 1~19 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6666	Deluxe Chest Key - Grade 2		Opens a level 20~29 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6667	Deluxe Chest Key - Grade 3		Opens a level 30~39 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6668	Deluxe Chest Key - Grade 4		Opens a level 40~49 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6669	Deluxe Chest Key - Grade 5		Opens a level 50~59 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6670	Deluxe Chest Key - Grade 6		Opens a level 60~69 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6671	Deluxe Chest Key - Grade 7		Opens a level 70~79 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6672	Deluxe Chest Key - Grade 8		Opens a level 80~89 treasure chest with a success rate of 100%. When opening a higher level treasure chest, the success rate will decrease. However, the success rate will be the same for receiving an item as a reward.	-1					0	0	0	
6673	Festival Adena		Can be used for upgrading Artifacts. For more info check NPC Shop.	-1					0	0	0	
6688	Forgotten Blade Edge		Main ingredient required for a Dwarf to make a Forgotten Blade. Can also be sold at ordinary shops.	-1					0	0	0	
6689	Basalt Battlehammer Head		Main ingredient required for a Dwarf to make a Basalt Battlehammer. Can also be sold at ordinary shops.	-1					0	0	0	
6690	Imperial Staff Head		Main ingredient required for a Dwarf to make a Imperial Staff. Can also be sold at ordinary shops.	-1					0	0	0	
6691	Angel Slayer Blade		Main ingredient required for a Dwarf to make a Angel Slayer. Can also be sold at ordinary shops.	-1					0	0	0	
6692	Shining Bow Shaft			-1					0	0	0	
6693	Dragon Hunter Axe Blade		Main ingredient required for a Dwarf to make a hunter axe. Can also be sold at ordinary shops.	-1					0	0	0	
6694	Saint Spear Blade		Main ingredient required for a Dwarf to make a Saint Spear. Can also be sold at ordinary shops.	-1					0	0	0	
6695	Demon Splinter Blade		Main ingredient required for a Dwarf to make a Demon Splinter. Can also be sold at ordinary shops.	-1					0	0	0	
6696	Heavens Divider Edge		Main ingredient required for a Dwarf to make a Heaven's Divider. Can also be sold at ordinary shops.	-1					0	0	0	
6697	Arcana Mace Head		Main ingredient required for a Dwarf to make the sealed Arcana Mace. Can also be sold at ordinary shops.	-1					0	0	0	
6698	Sealed Tateossian Earring Part		Main ingredient required for a Dwarf to make the Sealed Tateossian Earrings. Can also be sold at ordinary shops.	-1					0	0	0	
6699	Sealed Tateossian Ring Gem		Main ingredient required for a Dwarf to make the Sealed Tateossian Ring. Can also be sold at ordinary shops.	-1					0	0	0	
6700	Sealed Tateossian Necklace Chain		Main ingredient required for a Dwarf to make the Sealed Tateossian Necklace. Can also be sold at ordinary shops.	-1					0	0	0	
6701	Sealed Imperial Crusader Breastplate Part		Main ingredient required for a Dwarf to make the Sealed Imperial Crusader Breastplate. Can also be sold at ordinary shops.	-1					0	0	0	
6702	Sealed Imperial Crusader Gaiters Pattern		Main ingredient required for a Dwarf to make the Sealed Imperial Crusader Gaiters. Can also be sold at ordinary shops.	-1					0	0	0	
6703	Sealed Imperial Crusader Gauntlets Design		Main ingredient required for a Dwarf to make the sealed imperial crusader gauntlet. Can also be sold at ordinary shops.	-1					0	0	0	
6704	Sealed Imperial Crusader Boots Design		Main ingredient required for a Dwarf to make the Sealed Imperial Crusader Boots. Can also be sold at ordinary shops.	-1					0	0	0	
6705	Sealed Imperial Crusader Shield Part		Main ingredient required for a Dwarf to make the Sealed Imperial Crusader Shield. Can also be sold at ordinary shops.	-1					0	0	0	
6706	Sealed Imperial Crusader Helmet Pattern		Main ingredient required for a Dwarf to make the Sealed Imperial Crusader Helmet. Can also be sold at ordinary shops.	-1					0	0	0	
6707	Sealed Draconic Leather Armor Part		Main ingredient required for a Dwarf to make the Sealed Draconic Leather Armor. Can also be sold at ordinary shops.	-1					0	0	0	
6708	Sealed Draconic Leather Gloves Fabric		Main ingredient required for a Dwarf to make the Sealed Draconic Leather Gloves. Can also be sold at ordinary shops.	-1					0	0	0	
6709	Sealed Draconic Leather Boots Design		Main ingredient required for a Dwarf to make the Sealed Draconic Leather Boots. Can also be sold at ordinary shops.	-1					0	0	0	
6710	Sealed Draconic Leather Helmet Pattern		Main ingredient required for a Dwarf to make the Sealed Draconic Leather Helmet. Can also be sold at ordinary shops.	-1					0	0	0	
6711	Sealed Major Arcana Robe Part		Main ingredient required for a Dwarf to make the Sealed Major Arcana Robe. Can also be sold at ordinary shops.	-1					0	0	0	
6712	Sealed Major Arcana Gloves fabric		Main ingredient required for a Dwarf to make the Sealed Major Arcana Gloves. Can also be sold at ordinary shops.	-1					0	0	0	
6713	Sealed Major Arcana Boots Design		Main ingredient required for a Dwarf to make the Sealed Major Arcana Boots. Can also be sold at ordinary shops.	-1					0	0	0	
6714	Sealed Major Arcana Circlet Pattern		Main ingredient required for a Dwarf to make the Sealed Major Arcana Circlet. Can also be sold at ordinary shops.	-1					0	0	0	
6727	Seed: Alternative Great Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Great Coba. For best results, a level 80-90 character must plant it on a level 80-90 monster.	-1					0	0	0	
6728	Seed: Alternative Sea Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Alternative Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6729	Seed: Alternative Sea Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Alternative Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6730	Seed: Alternative Sea Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6731	Seed: Alternative Red Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Alternative Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6732	Seed: Alternative Red Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Alternative Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6733	Seed: Alternative Red Coba		Plant this seed onto a monster in the Innadril area and it will bear the fruit of the Alternative Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6734	Seed: Alternative Red Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Alternative Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6735	Seed: Alternative Red Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Alternative Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6736	Seed: Alternative Desert Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Alternative Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6737	Seed: Alternative Desert Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Alternative Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6738	Seed: Alternative Desert Coba		Plant this seed onto a monster in the Innadril area and it will bear the fruit of the Alternative Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6739	Seed: Alternative Desert Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6740	Seed: Alternative Desert Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Alternative Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6741	Seed: Alternative Twin Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Twin Coba. For best results, a level 77-87 character must plant it on a level 77-87 monster.	-1					0	0	0	
6742	Seed: Alternative Blue Coba		Plant this seed onto a monster in the Gludio area and it will bear the fruit of the Alternative Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6743	Seed: Alternative Blue Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Alternative Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6744	Seed: Alternative Blue Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Alternative Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6745	Seed: Alternative Blue Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6746	Seed: Alternative Blue Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Alternative Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6747	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6748	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6749	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6750	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6751	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6752	Seed: Alternative Golden Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Alternative Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6753	Seed: Great Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Great Coba. For best results, a level 80-90 character must plant it on a level 80-90 monster.	-1					0	0	0	
6754	Seed: Sea Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6755	Seed: Sea Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6756	Seed: Sea Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Sea Coba. For best results, a level 74-84 character must plant it on a level 74-84 monster.	-1					0	0	0	
6757	Seed: Red Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6758	Seed: Red Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6759	Seed: Red Coba		Plant this seed onto a monster in the Innadril area and it will bear the fruit of the Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6760	Seed: Red Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6761	Seed: Red Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Red Coba. For best results, a level 65-75 character must plant it on a level 65-75 monster.	-1					0	0	0	
6762	Seed: Desert Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6763	Seed: Desert Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6764	Seed: Desert Coba		Plant this seed onto a monster in the Innadril area and it will bear the fruit of the Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6765	Seed: Desert Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6766	Seed: Desert Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Desert Coba. For best results, a level 71-81 character must plant it on a level 71-81 monster.	-1					0	0	0	
6767	Seed: Twin Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Twin Coba. For best results, a level 77-87 character must plant it on a level 77-87 monster.	-1					0	0	0	
6768	Seed: Blue Coba		Plant this seed onto a monster in the Gludio area and it will bear the fruit of the Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6769	Seed: Blue Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6770	Seed: Blue Coba		Plant this seed onto a monster in the Aden area and it will bear the fruit of the Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6771	Seed: Blue Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6772	Seed: Blue Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Blue Coba. For best results, a level 62-72 character must plant it on a level 62-72 monster.	-1					0	0	0	
6773	Seed: Golden Coba		Plant this seed onto a monster in the Giran area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6774	Seed: Golden Coba		Plant this seed onto a monster in the Oren area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6775	Seed: Golden Coba		Plant this seed onto a monster in the aden area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6776	Seed: Golden Coba		Plant this seed onto a monster in the Innadril area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6777	Seed: Golden Coba		Plant this seed onto a monster in the Goddard area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6778	Seed: Golden Coba		Plant this seed onto a monster in the Rune area and it will bear the fruit of the Golden Coba. For best results, a level 68-78 character must plant it on a level 68-78 monster.	-1					0	0	0	
6779	Mercenary Posting Ticket (Sword/Stationary)		Goddard/Sword/Stationary	-1					0	0	0	
6780	Mercenary Posting Ticket (Spear/Stationary)		Goddard/Spear/Stationary	-1					0	0	0	
6781	Mercenary Posting Ticket (Bow/Stationary)		Goddard/Bow/Stationary	-1					0	0	0	
6782	Mercenary Posting Ticket (Cleric/Stationary)		Goddard/Cleric/Stationary	-1					0	0	0	
6783	Mercenary Posting Ticket (Wizard/Stationary)		Goddard/Wizard/Stationary	-1					0	0	0	
6784	Mercenary Posting Ticket (Sword/Mobile)		Goddard/Sword/Mobile	-1					0	0	0	
6785	Mercenary Posting Ticket (Spear/Mobile)		Goddard/Spear/Mobile	-1					0	0	0	
6786	Mercenary Posting Ticket (Bow/Mobile)		Goddard/Bow/Mobile	-1					0	0	0	
6787	Mercenary Posting Ticket (Cleric/Mobile)		Goddard/Cleric/Mobile	-1					0	0	0	
6788	Mercenary Posting Ticket (Wizard/Mobile)		Goddard/Wizard/Mobile	-1					0	0	0	
6789	Mercenary Posting Ticket (Teleporter1)		Placed in Goddard, at the Teleporter or inside the castle, this ticket allows teleportation to the inner castle or the guardian's location.	-1					0	0	0	
6790	Mercenary Posting Ticket (Teleporter2)		Placed in Goddard, at the Teleporter or inside the castle, this ticket allows teleportation to the outer castle or the guardian's location.	-1					0	0	0	
6791	Mercenary Posting Ticket (Teleporter3)		Placed in Goddard, at the Teleporter or inside the castle, this ticket allows teleportation to the inner or outer castle.	-1					0	0	0	
6792	Greater Mercenary Posting Ticket (Sword/Stationary)		Goddard/Sword/Stationary. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6793	Greater Mercenary Posting Ticket (Spear/Stationary)		Goddard/Spear/Stationary. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6794	Greater Mercenary Posting Ticket (Bow/Stationary)		Goddard/Bow/Stationary. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6795	Greater Mercenary Posting Ticket (Cleric/Stationary)		Goddard/Cleric/Stationary. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6796	Greater Mercenary Posting Ticket (Wizard/Stationary)		Goddard/Wizard/Stationary. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6797	Greater Mercenary Posting Ticket (Sword/Mobile)		Goddard/Sword/Mobile. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6798	Greater Mercenary Posting Ticket (Spear/Mobile)		Goddard/Spear/Mobile. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6799	Greater Mercenary Posting Ticket (Bow/Mobile)		Goddard/Bow/Mobile. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6800	Greater Mercenary Posting Ticket (Cleric/Mobile)		Goddard/Cleric/Mobile. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6801	Greater Mercenary Posting Ticket (Wizard/Mobile)		Goddard/Wizard/Mobile. Posting impossible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6802	Dawn Mercenary Posting Ticket (Sword/Stationary)		Goddard/Sword/Stationary. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6803	Dawn Mercenary Posting Ticket (Spear/Stationary)		Goddard/Spear/Stationary. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6804	Dawn Mercenary Posting Ticket (Bow/Stationary)		Goddard/Bow/Stationary. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6805	Dawn Mercenary Posting Ticket (Cleric/Stationary)		Goddard/Cleric/Stationary. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6806	Dawn Mercenary Posting Ticket (Wizard/Stationary)		Goddard/Wizard/Stationary. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6807	Dawn Mercenary Posting Ticket (Sword/Mobile)		Goddard/Sword/Mobile. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6808	Dawn Mercenary Posting Ticket (Spear/Mobile)		Goddard/Spear/Mobile. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6809	Dawn Mercenary Posting Ticket (Bow/Mobile)		Goddard/Bow/Mobile. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6810	Dawn Mercenary Posting Ticket (Cleric/Mobile)		Goddard/Cleric/Mobile. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6811	Dawn Mercenary Posting Ticket (Wizard/Mobile)		Goddard/Wizard/Mobile. Posting possible when Seal of Strife is owned by Dawn.	-1					0	0	0	
6812	Greater Recruit Posting Ticket (Sword/Stationary)		Goddard/Sword/Stationary. Posting possible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6813	Greater Recruit Posting Ticket (Spear/Stationary)		Goddard/Spear/Stationary. Posting possible when Seal of Strife is owned by Dusk.	-1					0	0	0	
6814	Greater Recruit Posting Ticket (Bow/Stationary)		Goddard/Bow/Stationary. Posting possible when Seal of Strife is owned by Dusk.	-1					0	0	0	
